overall_rank,position_rank,player_name,position,current_team,player_type,fantasy_points_ppr,ppg,composite_score,consistency_score,injury_risk_score,team_context_score,avg_games_per_season,depth_chart_rank
1.0,1.0,S.Barkley,RB,PHI,veteran,355.3,22.20625,4.614301154228001,0.7966576843625672,0.1464705882352941,0.75,14.75,10.5
2.0,2.0,J.Gibbs,RB,DET,2nd_year,354.9,20.876470588235293,4.602388260453151,0.6506055727060496,0.0,0.75,17.0,10.5
3.0,3.0,B.Robinson,RB,ATL,2nd_year,341.7,20.099999999999998,4.436503020048954,0.6486704341160453,0.0,0.6449999999999999,17.0,10.5
4.0,4.0,D.Henry,RB,BAL,veteran,336.40000000000003,19.788235294117648,4.393138200765819,0.8214214018672347,0.15678639871432598,0.715,14.5,10.5
5.0,1.0,J.Chase,WR,CIN,veteran,403.0,23.705882352941178,4.382471090843492,0.5802726308946355,0.12385928090138613,0.75,15.0,10.5
6.0,5.0,D.Achane,RB,MIA,2nd_year,299.9,17.641176470588235,3.933344319920391,0.5421207398532845,0.0,0.7849999999999999,17.0,10.5
7.0,6.0,J.Jacobs,RB,GB,veteran,293.1,17.241176470588236,3.899514814305692,0.8505639199355658,0.12071290501515661,0.715,15.5,10.5
8.0,2.0,J.Jefferson,WR,MIN,veteran,317.48,18.67529411764706,3.5761637753466267,0.824051518949501,0.17705882352941174,0.6449999999999999,15.25,10.5
9.0,7.0,K.Williams,RB,LA,veteran,272.1,17.00625,3.5423649726014363,0.550258751443316,0.21140998212921766,0.54,14.0,10.5
10.0,3.0,A.St. Brown,WR,DET,veteran,316.18,18.598823529411764,3.541196994595729,0.5867099407324629,0.04340648371744053,0.75,16.333333333333332,10.5
